SERVICIO,DESCRIPCIO,PIEZAS SOLICITADAS,PRECIO UNITARIO
URGENCIAS,AMIODARONA,3,44.01
PEDIATRIA CLINICA,CLORANFENICOL LEVOGIRO,1,40.62
PEDIATRIA CLINICA,FUROSEMIDA,3,3.56
AREA DE CHOQUE,SERTRALINA,10,0.83
AREA DE CHOQUE,LEVOTIROXINA SODICA,3,6.28
TERAPIA INTENSIVA PEDIATRICA,FITOMENADIONA,1,8.03
URGENCIAS,MILRINONA,2,80
URGENCIAS,RISPERIDONA,2,243.45
UROLOGIA (CONSULTA),ONDANSETRON,10,50
UROLOGIA (CONSULTA),OMEPRAZOL,10,54.16
CIRUGIA GENERAL,FOSFOMICINA,3,626.63
OFTALMOLOGIA (HOSPITALIZACION),METILPREDNISOLONA,10,28.13
CLINICA DE CATETERES,ATROPINA SULFATO DE,3,2.84
MEDICINA INTERNA,HEPARINA SODICA,5,37.28
ORTOPEDIA,LIDOCAINA,5,27.49
OFTALMOLOGIA (HOSPITALIZACION),METILPREDNISOLONA,10,146.07
QUIROFANOS,HEPARINA SODICA,2,37.28
QUIROFANOS,HEPARINA SODICA,2,70
MEDICINA INTERNA,CAPTOPRIL,10,0.15
URGENCIAS,METILPREDNISOLONA,5,146.07
AREA DE CHOQUE,LEVOSIMENDAN,2,9148.11
URGENCIAS,PARACETAMOL,4,0.39
AREA DE CHOQUE,ACIDO FOLICO,0,0.35
AREA DE CHOQUE,CIPROFLOXACINO,0,19
MEDICINA INTERNA,CEFTRIAXONA,3,13.99
TERAPIA INTENSIVA,ACETILCISTEINA,17,21.43
GINECO OBSTETRICIA,VANCOMICINA,1,46.68
CIRUGIA GENERAL,BICARBONATO DE POTASIO,4,3.45
TERAPIA INTENSIVA,DICLOFENACO,3,7.38
GASTROENTEROLOGIA,EPINEFRINA,50,5.73
GASTROENTEROLOGIA,METOCLOPRAMIDA,30,1.64
GASTROENTEROLOGIA,PROPOFOL,10,1230.2
GINECO OBSTETRICIA,ADENOSINA,2,250.43
GINECO OBSTETRICIA,AMIODARONA,3,44.01
ANESTESIOLOGIA,ACIDO ASCORBICO,10,21.89
ANESTESIOLOGIA,LIDOCAINA,10,26.42
ANESTESIOLOGIA,OMEPRAZOL,20,54.16
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NIFEDIPINO,10,0.87
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,10,0.84
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METAMIZOL,10,2.91
QUIROFANOS,ACIDO ASCORBICO,10,21.89
TERAPIA INTENSIVA,HALOPERIDOL,5,12.3
TERAPIA INTENSIVA,FOSFATO DE POTASIO,5,14.61
URGENCIAS,BUMETANIDA,6,40.38
URGENCIAS,CLORANFENICOL SUCCINATO SODICO,1,86.04
CIRUGIA GENERAL,CEFUROXIMA,1,33.81
CIRUGIA GENERAL,FLUCONAZOL,12,84.79
URGENCIAS,METRONIDAZOL,3,0.44
URGENCIAS,CIPROFLOXACINO,0,5.75
TERAPIA INTENSIVA,FOSFOMICINA,4,626.63
TERAPIA INTENSIVA,DICLOFENACO,2,7.38
DISPENSADOR 2 URGENCIAS,BICARBONATO DE SODIO,48,5.15
PEDIATRIA CLINICA,CIPROFLOXACINO,1,19
URGENCIAS,ESMOLOL,0,337.5
ORTOPEDIA,ACENOCUMAROL,10,1.94
AREA DE CHOQUE,HEPARINA SODICA,4,70
TERAPIA INTENSIVA,NOREPINEFRINA,4,71.17
TERAPIA INTENSIVA,HALOPERIDOL,2,281.31
URGENCIAS,GLUCONATO DE CALCIO AL,3,4.16
URGENCIAS,HALOPERIDOL,3,281.31
TERAPIA INTENSIVA,CEFTAROLINA FOSAMILO,1,1551.02
MEDICINA INTERNA,ETAMBUTOL,0,3.01
MEDICINA INTERNA,GLUCOSA AL,7,33.65
ANESTESIOLOGIA,KETOROLACO,80,2.68
NEONATOLOGIA,CAFEINA CITRATO DE,30,615.18
AREA DE CHOQUE,LEVOFLOXACINA,1,750
TERAPIA INTENSIVA,CLOPIDOGREL,1,2.43
TERAPIA INTENSIVA,CEFTAROLINA FOSAMILO,3,1551.02
TERAPIA INTENSIVA,HIDROCORTISONA SUCCINATO SODICO DE,5,23.02
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,9,5.31
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NAPROXENO,4,0.74
CIRUGIA GENERAL,FLUCONAZOL,16,84.79
MEDICINA INTERNA,ISONIAZIDA,0,0.75
MEDICINA INTERNA,LOPERAMIDA,10,0.44
TERAPIA INTENSIVA PEDIATRICA,DEXAMETASONA FOSFATO SODICO DE,5,8.17
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METRONIDAZOL,1,14.35
TERAPIA INTENSIVA,HALOPERIDOL,4,12.3
ORTOPEDIA,CEFUROXIMA,2,33.81
MEDICINA INTERNA,FUROSEMIDA,12,3.56
MEDICINA INTERNA,BICARBONATO DE SODIO,6,5.15
CIRUGIA GENERAL,FOSFOMICINA,12,175.24
MEDICINA INTERNA,SERO ALBUMINA HUMANA,8,669.6
MEDICINA INTERNA,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),4,56.8
MEDICINA INTERNA,INSULINA LISPRO RECOMBINANTE PROTAMINA,0,284.5
MEDICINA INTERNA,LIDOCAINA,4,27.49
CIRUGIA GENERAL,VASOPRESINA,4,339.86
MEDICINA INTERNA,INSULINA LISPRO,4,207.86
URGENCIAS,PARACETAMOL,0,23
TERAPIA INTENSIVA PEDIATRICA,ONDANSETRON,10,50
TERAPIA INTENSIVA PEDIATRICA,GLUCOSA AL,15,33.65
TERAPIA INTENSIVA PEDIATRICA,OMEPRAZOL,5,54.16
URGENCIAS,KETOROLACO,30,2.68
URGENCIAS,PRAZOSINA,10,0.53
CIRUGIA GENERAL,BICARBONATO DE POTASIO,3,3.45
CIRUGIA GENERAL,DICLOFENACO,2,7.38
AREA DE CHOQUE,AMINOFILINA,2,5.77
TERAPIA INTENSIVA,BICARBONATO DE SODIO,50,5.15
AREA DE CHOQUE,METRONIDAZOL,2,0.44
CIRUGIA GENERAL,SERO ALBUMINA HUMANA,1,669.6
QUIROFANOS,NITROGLICERINA,1,205.98
AREA DE CHOQUE,AMIODARONA,10,44.01
AREA DE CHOQUE,GLUCONATO DE CALCIO AL,15,4.16
AREA DE CHOQUE,BICARBONATO DE SODIO,100,5.15
AREA DE CHOQUE,PREDNISONA,5,1.42
NEONATOLOGIA,GENTAMICINA,1,7.03
URGENCIAS,AMIODARONA,2,44.01
CIRUGIA GENERAL,ESPIRONOLACTONA,1,12.12
CIRUGIA GENERAL,SERO ALBUMINA HUMANA,8,669.6
CIRUGIA GENERAL,FLUCONAZOL,8,84.79
MEDICINA INTERNA,CLARITROMICINA,0,645.77
CIRUGIA GENERAL,ESPIRONOLACTONA,1,0.97
TERAPIA INTENSIVA,FOSFOMICINA,6,626.63
CIRUGIA GENERAL,FOSFOMICINA,18,175.24
MEDICINA INTERNA,DESMOPRESINA,2,319.09
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,18,129.68
TERAPIA INTENSIVA,ACIDO ASCORBICO,12,21.89
TERAPIA INTENSIVA,CLORURO DE POTASIO,22,1.82
TERAPIA INTENSIVA,DIGOXINA,6,16.58
TERAPIA INTENSIVA,MULTIVITAMINICO B,12,77.47
CIRUGIA GENERAL,ESPIRONOLACTONA,5,12.12
CIRUGIA GENERAL,ESPIRONOLACTONA,5,0.97
CIRUGIA GENERAL,METOCLOPRAMIDA,5,1.64
CIRUGIA GENERAL,LACTULOSA,1,71.4
CIRUGIA GENERAL,METAMIZOL,5,2.91
TERAPIA INTENSIVA PEDIATRICA,METAMIZOL,10,2.91
TERAPIA INTENSIVA PEDIATRICA,METOCLOPRAMIDA,10,1.64
NEONATOLOGIA,METOCLOPRAMIDA,5,0.22
AREA DE CHOQUE,LIDOCAINA,3,26.42
TERAPIA INTENSIVA PEDIATRICA,CLORURO DE POTASIO,10,1.82
NEONATOLOGIA,VECURONIO BROMURO DE ,1,29.85
TERAPIA INTENSIVA,FOSFATO DE POTASIO,6,14.61
TERAPIA INTENSIVA,FOSFOMICINA,2,626.63
MEDICINA INTERNA,PREDNISONA,3,1.42
TERAPIA INTENSIVA PEDIATRICA,CIPROFLOXACINO,2,19
QUIROFANOS,CEFALOTINA SODICA,2,24.71
AREA DE CHOQUE,AMFOTERICINA B,1,400.19
AREA DE CHOQUE,CLORFENAMINA,1,29.43
QUIROFANOS,KETOROLACO,10,1.8
QUIROFANOS,ROPIVACAINA,5,71.34
URGENCIAS,CLORURO DE BENZALCONIO,3,24.44
ANESTESIOLOGIA,SUXAMETONIO,20,43.59
ANESTESIOLOGIA,OMEPRAZOL,40,54.16
ANESTESIOLOGIA,ROCURONIO BROMURO DE,70,72.29
ANESTESIOLOGIA,SEVOFLURANO,0,1364.34
ORTOPEDIA,ACETILCISTEINA,6,21.43
PEDIATRIA CLINICA,ACIDO VALPROICO ,6,542.91
PEDIATRIA CLINICA,METOCLOPRAMIDA,15,1.64
MEDICINA INTERNA,LOPERAMIDA,12,0.44
MEDICINA INTERNA,ENOXAPARINA,2,56.15
URGENCIAS,AMFOTERICINA B,1,400.19
MEDICINA INTERNA,CLORURO DE POTASIO,200,1.82
MEDICINA INTERNA,SULFATO  DE  MAGNESIO,200,5.31
PEDIATRIA CLINICA,CLORFENAMINA,15,29.43
PEDIATRIA CLINICA,METAMIZOL,20,2.91
PEDIATRIA CLINICA,GLUCOSA AL,20,33.65
PEDIATRIA CLINICA,CLORURO DE BENZALCONIO,10,24.44
URGENCIAS,ITRACONAZOL,6,3.29
URGENCIAS,SALBUTAMOL,1,25.75
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,FOSFATO DE POTASIO,14,14.61
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,3,54.16
INFECTOLOGIA,VANCOMICINA,4,46.68
TERAPIA INTENSIVA,CEFTAROLINA FOSAMILO,2,1551.02
AREA DE CHOQUE,METFORMINA,2,0.36
URGENCIAS,BUTILHIOSCINA,30,5.43
URGENCIAS,KETOPROPOFENO,10,95.39
URGENCIAS,ONDANSETRON,15,50
NEONATOLOGIA,ERITROPOYETINA HUMANA RECOMBINANTE,0,268.81
URGENCIAS,ESPIRONOLACTONA,2,12.12
URGENCIAS,MULTIVITAMINAS SOLUCION INYECTABLE ADULTO. CADA FRASCO AMPULA CON LIO,0,77.47
QUIROFANOS,AMIODARONA,8,44.01
QUIROFANOS,VASOPRESINA,4,339.86
QUIROFANOS,BICARBONATO DE POTASIO,0,3.45
MEDICINA INTERNA,CLORFENAMINA,4,29.43
ORTOPEDIA,ACETILCISTEINA,14,21.43
QUIROFANOS,POLIMIXIMA/NEOMICINA,4,42.7
AREA DE CHOQUE,CEFTRIAXONA,6,13.99
AREA DE CHOQUE,ESPIRONOLACTONA,1,12.12
QUIROFANOS,POLIMIXIMA/NEOMICINA,2,42.7
QUIROFANOS,CEFTRIAXONA,3,13.99
QUIROFANOS,CLINDAMICINA,0,14.33
ORTOPEDIA,IMIPENEM Y CILASTATINA,4,80.84
ORTOPEDIA,TIGECICLINA,3,769.72
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO  DE  MAGNESIO,19,5.31
URGENCIAS,DILTIAZEM,10,2.2
URGENCIAS,ENOXAPARINA,8,56.15
MEDICINA INTERNA,CLORANFENICOL LEVOGIRO,0,40.62
AREA DE CHOQUE,FLUCONAZOL,1,14.05
MEDICINA INTERNA,BENCILPENICILINA SODICA CRISTALINA,3,20.31
TERAPIA INTENSIVA,MEROPENEM,4,316.67
URGENCIAS,BENCILPENICILINA SODICA CRISTALINA,3,20.31
MEDICINA INTERNA,ACENOCUMAROL,3,1.94
ANESTESIOLOGIA,ROPIVACAINA ,20,97.98
ANESTESIOLOGIA,ROPIVACAINA,20,71.34
ANESTESIOLOGIA,LIDOCAINA SPRAY,15,127.95
CIRUGIA GENERAL,SULFATO  DE  MAGNESIO,25,5.31
CIRUGIA GENERAL,ACIDO ACETILSALICILICO,10,0.59
MEDICINA INTERNA,ONDANSETRON,10,50
MEDICINA INTERNA,GLUCOSA AL,5,33.65
AREA DE CHOQUE,SUCRALFATO ,2,1.02
CIRUGIA GENERAL,PARACETAMOL,5,129.68
ORTOPEDIA,ONDANSETRON,0,3.18
ORTOPEDIA,CEFTRIAXONA,4,13.99
TERAPIA INTENSIVA,METAMIZOL,6,2.91
TERAPIA INTENSIVA,FOSFOMICINA,5,626.63
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ACETAZOLAMIDA,10,16.47
ORTOPEDIA,TRIMETOPRIMA/SULFAMETOXAZOL,4,0.5
PEDIATRIA CLINICA,ACIDO VALPROICO,0,344.87
TERAPIA INTENSIVA,PREGABALINA,3,0.84
URGENCIAS PEDIATRICAS,SALBUTAMOL,2,26.92
MEDICINA INTERNA,CLOPIDOGREL,2,2.43
URGENCIAS,OXITOCINA SINTETICA,20,3.73
QUIROFANOS,DIFENIDOL,3,4.89
QUIROFANOS,BICARBONATO DE SODIO,10,5.15
QUIROFANOS,TRAMADOL,15,22.99
QUIROFANOS,EPINEFRINA,20,5.73
UNIDAD TOCOQUIRURGICA,ROCURONIO BROMURO DE,3,72.29
UNIDAD TOCOQUIRURGICA,FITOMENADIONA,5,7.76
URGENCIAS PEDIATRICAS,BENCILPENICILINA SODICA CRISTALINA,2,20.31
AREA DE CHOQUE,ISONIACIDA,4,3.29
MEDICINA INTERNA,DEXAMETASONA FOSFATO SODICO DE,8,8.17
INFECTOLOGIA,VANCOMICINA,9,46.68
MEDICINA INTERNA,METOPROLOL,3,0.44
AREA DE CHOQUE,OMEPRAZOL,6,54.16
MEDICINA INTERNA,VASOPRESINA,6,339.86
URGENCIAS,METFORMINA,10,0.36
URGENCIAS GINECOBSTETRICAS,EPINEFRINA,5,5.73
URGENCIAS GINECOBSTETRICAS,NIFEDIPINO,20,0.87
URGENCIAS GINECOBSTETRICAS,BICARBONATO DE SODIO,20,5.15
URGENCIAS GINECOBSTETRICAS,GLUCONATO DE CALCIO AL,30,4.16
UROLOGIA,NITROGLICERINA,1,205.98
AREA DE CHOQUE,ESPIRONOLACTONA,5,0.97
NEONATOLOGIA,CEFOTAXIMA,6,19.51
MEDICINA INTERNA,LOPERAMIDA,5,0.44
ORTOPEDIA,CLONIXINATO DE LISINA,20,4.35
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,HALOPERIDOL,15,12.3
FARMACIA INTRAHOSPITALARIA,PROPRANOLOL,1,0.32
AREA DE CHOQUE,AMIKACINA SULFATO DE,1,4.79
URGENCIAS,CLINDAMICINA,1,5.27
AREA DE CHOQUE,ESPIRONOLACTONA,10,0.97
AREA DE CHOQUE,DIFENIDOL,20,4.89
CIRUGIA GENERAL,ATORVASTATINA,6,3.4
CIRUGIA GENERAL,SUCRALFATO ,6,1.02
AREA DE CHOQUE,BICARBONATO DE SODIO,30,5.15
TERAPIA INTENSIVA,INSULINA GLARGINA,2,582.04
ORTOPEDIA,CEFALOTINA SODICA,12,24.71
TERAPIA INTENSIVA,TRIMETOPRIMA/SULFAMETOXAZOL,3,0.5
TERAPIA INTENSIVA,GENTAMICINA SULFATO DE,8,6.19
UROLOGIA,METOPROLOL,1,0.44
ORTOPEDIA,PAROXETINA,1,1.24
CIRUGIA GENERAL,TERLIPRESINA,4,724.58
MEDICINA INTERNA,ENOXAPARINA,1,56.15
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,3,11.5
MEDICINA INTERNA,BICARBONATO DE POTASIO,9,3.45
MEDICINA INTERNA,LOPERAMIDA,15,0.44
MEDICINA INTERNA,GANCICLOVIR,4,1156.03
CIRUGIA PLASTICA Y RECONSTRUCTIVA,BICARBONATO DE SODIO,33,5.15
GINECO OBSTETRICIA,KETOROLACO,5,2.68
AREA DE CHOQUE,AMIKACINA SULFATO DE,3,4.79
GINECO OBSTETRICIA,AMIKACINA SULFATO DE,1,4.79
AREA DE CHOQUE,ACIDO FOLICO,2,0.35
TERAPIA INTENSIVA PEDIATRICA,FUROSEMIDA,10,3.56
AREA DE CHOQUE,VECURONIO BROMURO DE ,2,29.85
TERAPIA INTENSIVA PEDIATRICA,ATROPINA SULFATO DE,2,2.84
TERAPIA INTENSIVA PEDIATRICA,DIAZEPAM,0,31.25
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METOCLOPRAMIDA,17,1.64
CIRUGIA GENERAL,METAMIZOL,25,2.91
CIRUGIA GENERAL,TERLIPRESINA,8,724.58
SUBDIRECCION DE SERVICIOS AMBULATORIOS,TERLIPRESINA,6,724.58
URGENCIAS,BICARBONATO DE POTASIO,10,3.45
MEDICINA INTERNA,ROCURONIO BROMURO DE,6,72.29
CIRUGIA GENERAL,VECURONIO BROMURO DE ,3,29.85
TERAPIA INTENSIVA,ACIDO VALPROICO ,4,542.91
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PENTOXIFILINA,3,1.12
TERAPIA INTENSIVA,ACETILCISTEINA,0,21.43
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ACETAZOLAMIDA,3,16.47
URGENCIAS,AMOXICILINA/CLAVULATO,3,4.6
UROLOGIA,BICARBONATO DE SODIO,25,5.15
UROLOGIA,FUROSEMIDA,3,3.56
UROLOGIA,ENOXAPARINA,2,56.15
AREA DE CHOQUE,PROPOFOL,10,1038.46
MEDICINA INTERNA,FUROSEMIDA,0,0.32
MEDICINA INTERNA,VASOPRESINA,2,339.86
URGENCIAS,AMOXICILINA/CLAVULATO,9,4.6
AREA DE CHOQUE,BUMETANIDA,3,40.38
AREA DE CHOQUE,ACIDO FOLICO,1,0.35
URGENCIAS GINECOBSTETRICAS,CLARITROMICINA,3,645.77
AREA DE CHOQUE,HIPROMELOSA,0,123.64
TERAPIA INTENSIVA,LEVETIRACETAM ,1,20.1
TERAPIA INTENSIVA,ACIDO VALPROICO,3,4.46
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLORFENAMINA,6,29.43
MEDICINA INTERNA,BICARBONATO DE SODIO,18,5.15
AREA DE CHOQUE,METIL CELULOSA AL,1,50.32
TERAPIA INTENSIVA PEDIATRICA,CLORANFENICOL LEVOGIRO,1,40.62
UROLOGIA,MEROPENEM,1,316.67
URGENCIAS,INDOMETACINA,4,5.84
UROLOGIA,HEPARINA SODICA,2,70
AREA DE CHOQUE,CLINDAMICINA,0,14.33
AREA DE CHOQUE,INDOMETACINA,4,5.84
AREA DE CHOQUE,BICARBONATO DE POTASIO,2,3.45
AREA DE CHOQUE,ESPIRONOLACTONA,2,12.12
MEDICINA INTERNA,RIFAMPICINA,0,59.6
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLORURO DE SODIO AL,10,10.86
ORTOPEDIA,IMIPENEM Y CILASTATINA,1,80.84
URGENCIAS PEDIATRICAS,MISOPROSTOL,2,15.9
URGENCIAS PEDIATRICAS,METOCLOPRAMIDA,3,1.64
URGENCIAS,CEFTAZIDIMA/AVIBACTA,0,44285.71
ORTOPEDIA,IMIPENEM Y CILASTATINA,3,80.84
ORTOPEDIA,LINEZOLID,1,287.5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIMA/SULFAMETOXAZOL,4,0.5
QUIROFANOS,CEFTRIAXONA,2,13.99
URGENCIAS,BUTILHIOSCINA,3,5.43
UROLOGIA,BUMETANIDA,6,40.38
UROLOGIA,NOREPINEFRINA,2,71.17
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ENOXAPARINA,1,56.15
MEDICINA INTERNA,FLUCONAZOL,6,84.79
NEONATOLOGIA,TOBRAMICINA,1,129.38
UROLOGIA,GLUCONATO DE CALCIO AL,3,4.16
UROLOGIA,ENOXAPARINA,1,56.15
UROLOGIA,HIDROCORTISONA SUCCINATO SODICO DE,6,23.02
NEONATOLOGIA,AMPICILINA SODICA,2,13.31
NEONATOLOGIA,GENTAMICINA SULFATO DE,1,6.19
MEDICINA INTERNA,PROPOFOL,10,1038.46
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NOREPINEFRINA,20,71.17
CIRUGIA GENERAL,ACIDO ASCORBICO,17,21.89
UNIDAD TOCOQUIRURGICA,FOSFATO DE POTASIO,5,14.61
CIRUGIA PLASTICA Y RECONSTRUCTIVA,VASOPRESINA,10,339.86
URGENCIAS,LEVETIRACETAM,1,505.09
GINECO OBSTETRICIA,BUTILHIOSCINA,3,5.43
TERAPIA INTENSIVA,ACIDO VALPROICO ,0,542.91
PEDIATRIA CLINICA,AMPICILINA SODICA,3,13.31
CIRUGIA GENERAL,TERLIPRESINA,12,724.58
URGENCIAS,AMIODARONA,7,44.01
URGENCIAS,DOBUTAMINA,1,26.98
URGENCIAS,FUROSEMIDA,8,3.56
AREA DE CHOQUE,AMIKACINA SULFATO DE,2,3.22
AREA DE CHOQUE,METILPREDNISOLONA,3,146.07
CIRUGIA GENERAL,CLARITROMICINA,1,257.59
QUIROFANOS,AMIODARONA,4,44.01
CIRUGIA GENERAL,BUTILHIOSCINA,25,5.43
CIRUGIA GENERAL,DEXAMETASONA FOSFATO SODICO DE,15,8.17
QUIROFANOS,OXIMETAZOLINA,1,60.62
QUIROFANOS,OXIMETAZOLINA,1,78.57
QUIROFANOS,SERO ALBUMINA HUMANA,4,669.6
NEONATOLOGIA,LEVETIRACETAM,20,505.09
NEONATOLOGIA,AMBROXOL,18,24.15
NEONATOLOGIA,SULFADIAZINA DE PLATA,1,346.77
NEONATOLOGIA,METOCLOPRAMIDA,3,8.75
AREA DE CHOQUE,NIFEDIPINO,5,1.2
AREA DE CHOQUE,TRAMADOL,5,22.99
AREA DE CHOQUE,TRIMETOPRIM/SULFAMETOXAZOL,1,11.5
GINECO OBSTETRICIA,METOCLOPRAMIDA,1,1.64
MEDICINA INTERNA,ROCURONIO BROMURO DE,8,72.29
MEDICINA INTERNA,ACIDO ACETILSALICILICO,4,0.38
CIRUGIA GENERAL,FENTANILO CITRATO DE,18,19.47
URGENCIAS,ACICLOVIR SODICO,4,117.7
TERAPIA INTENSIVA,VANCOMICINA,5,46.68
MEDICINA INTERNA,KETOROLACO,2,2.68
PEDIATRIA CLINICA,TOBRAMICINA,1,129.38
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFTRIAXONA,4,13.99
AREA DE CHOQUE,AMOXICILINA/CLAVULATO,0,4.6
MEDICINA INTERNA,FLUCONAZOL,8,84.79
TERAPIA INTENSIVA,HALOPERIDOL,2,12.3
URGENCIAS,AMIODARONA,18,44.01
CIRUGIA GENERAL,ACIDO URSODEOXICOLICO,10,6.04
PEDIATRIA CLINICA,CLORURO DE POTASIO,15,1.82
MEDICINA INTERNA,KETOROLACO,3,2.68
ORTOPEDIA,LINEZOLID,2,287.5
QUIROFANOS,CLINDAMICINA,2,5.27
AREA DE CHOQUE,AMOXICILINA/CLAVULATO,12,4.6
CIRUGIA GENERAL,PROPRANOLOL,10,0.32
QUIROFANOS,METOCLOPRAMIDA,15,0.22
QUIROFANOS,METAMIZOL,15,2.91
NEONATOLOGIA,SERO ALBUMINA HUMANA,10,669.6
NEONATOLOGIA,LORATADINA,0,46
MEDICINA INTERNA,INSULINA HUMANA ACCION RAPIDA,4,55.19
ANESTESIOLOGIA,GLUCONATO DE CALCIO AL,10,4.16
ANESTESIOLOGIA,AMINOFILINA,15,5.77
ANESTESIOLOGIA,VASOPRESINA,20,339.86
ANESTESIOLOGIA,ROPIVACAINA ,10,97.98
ANESTESIOLOGIA,AMIODARONA,15,44.01
ANESTESIOLOGIA,NOREPINEFRINA,4,71.17
ANESTESIOLOGIA,ONDANSETRON,10,50
ANESTESIOLOGIA,SALBUTAMOL,10,26.92
ANESTESIOLOGIA,OMEPRAZOL,10,54.16
MEDICINA INTERNA,ACIDO ACETILSALICILICO,2,0.38
CIRUGIA PLASTICA Y RECONSTRUCTIVA,IMIPENEM Y CILASTATINA,4,80.84
ANESTESIOLOGIA,OMEPRAZOL,0,54.16
AREA DE CHOQUE,OXITOCINA SINTETICA,10,3.73
AREA DE CHOQUE,MISOPROSTOL,10,15.9
MEDICINA INTERNA,GLUCONATO DE CALCIO AL,4,4.16
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GLUCOSA AL,2,33.65
INFECTOLOGIA,ACICLOVIR SODICO,14,117.7
TERAPIA INTENSIVA,OMEPRAZOL,0,54.16
CIRUGIA GENERAL,ENOXAPARINA,4,56.15
AREA DE CHOQUE,OMEPRAZOL,0,54.16
MEDICINA INTERNA,NITROFURANTOINA,3,2.3
CIRUGIA GENERAL,AMIKACINA SULFATO DE,0,4.79
CIRUGIA GENERAL,LEVOFLOXACINA,2,750
MEDICINA INTERNA,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
MEDICINA INTERNA,OMEPRAZOL,0,54.16
ORTOPEDIA,OMEPRAZOL,0,54.16
CIRUGIA GENERAL,OMEPRAZOL,0,54.16
CIRUGIA GENERAL,MEROPENEM,6,316.67
AREA DE CHOQUE,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),0,56.8
AREA DE CHOQUE,PARACETAMOL,0,0.39
MEDICINA INTERNA,OCTREOTIDA,1,455.14
MEDICINA INTERNA,RIFAMPICINA,2,59.6
URGENCIAS,CEFTAZIDIMA  PENTAHIDRATADA,0,23.37
CIRUGIA GENERAL,CLINDAMICINA,0,14.33
MEDICINA INTERNA,OMEPRAZOL,10,54.16
MEDICINA INTERNA,HIDROCORTISONA SUCCINATO SODICO DE,15,23.02
UROLOGIA (CONSULTA),DOPAMINA,0,5.05
UROLOGIA (CONSULTA),GLUCONATO DE CALCIO AL,3,4.16
ORTOPEDIA,CLINDAMICINA,2,5.27
GINECO OBSTETRICIA,ONDANSENTRON ,1,12
AREA DE CHOQUE,ACIDO ACETILSALICILICO,2,0.38
URGENCIAS,OMEPRAZOL,0,54.16
MEDICINA INTERNA,LEVETIRACETAM,12,505.09
CIRUGIA GENERAL,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),0,56.8
AREA DE CHOQUE,SALBUTAMOL,0,25.75
MEDICINA INTERNA,ACIDO ASCORBICO,3,21.89
CIRUGIA GENERAL,DOXICICLINA,4,5.48
CIRUGIA GENERAL,CEFTAZIDIMA  PENTAHIDRATADA,0,23.37
MEDICINA INTERNA,DEXMEDETOMIDINA,10,337.37
AREA DE CHOQUE,TRAMADOL,3,33.08
CIRUGIA GENERAL,TRAMADOL,30,22.99
CIRUGIA GENERAL,LACTATO GLUCONATO DE CALCIO,6,2.24
CIRUGIA GENERAL,VASOPRESINA,6,339.86
CIRUGIA GENERAL,METAMIZOL,20,2.91
CIRUGIA GENERAL,CLORURO DE POTASIO,25,1.82
CIRUGIA GENERAL,ACIDO ACETILSALICILICO,5,0.59
AREA DE CHOQUE,SALBUTAMOL,1,25.75
AREA DE CHOQUE,BECLOMETASONA DIPROPIONATO DE,1,86.02
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GLUCOSA AL,4,33.65
MEDICINA INTERNA,FOSFOMICINA,4,626.63
MEDICINA INTERNA,HIPROMELOSA,0,123.64
ORTOPEDIA,SERTRALINA,1,0.83
ORTOPEDIA,GABAPENTINA,10,4.35
ORTOPEDIA,OMEPRAZOL,2,0.4
CIRUGIA GENERAL,LEVOFLOXACINA,1,750
CIRUGIA GENERAL,CEFEPIME ,2,50.64
CIRUGIA GENERAL,CEFOTAXIMA,3,19.51
MEDICINA INTERNA,FOSFOMICINA,6,626.63
TERAPIA INTENSIVA PEDIATRICA,METRONIDAZOL,4,14.35
TERAPIA INTENSIVA PEDIATRICA,CEFTRIAXONA,4,13.99
MEDICINA INTERNA,ERTAPENEM,0,345.76
